,Region_name,Observed_indoor_richness,Observed_naturalized_richness,Projected_naturalized_richness_indoor_current,Projected_naturalized_richness_indoor_2C,Projected_naturalized_richness_indoor_4C,Projected_naturalized_richness_difference_2C,Projected_naturalized_richness_difference_4C,Projected_naturalized_richness_difference_warm_scen,Observed_harmful_indoor_richness,Observed_harmful_naturalized_richness,Projected_harmful_naturalized_richness_indoor_current,Projected_harmful_naturalized_richness_indoor_2C,Projected_harmful_naturalized_richness_indoor_4C,Projected_harmful_naturalized_richness_difference_2C,Projected_harmful_naturalized_richness_difference_4C,Projected_harmful_naturalized_richness_warm_scen,Observed_env_impact_indoor,Observed_env_impact_naturalized,Cumulative_env_SWIS_indoor_current,Cumulative_env_SWIS_indoor_2C,Cumulative_env_SWIS_indoor_4C,Projected_env_SWIS_difference_2C,Projected_env_SWIS_difference_4C,Projected_env_SWIS_difference_warm_scen,Observed_soc_impact_indoor,Observed_soc_impact_naturalized,Cumulative_soc_SWIS_indoor_current,Cumulative_soc_SWIS_indoor_2C,Cumulative_soc_SWIS_indoor_4C,Projected_soc_SWIS_difference_2C,Projected_soc_SWIS_difference_4C,Projected_soc_SWIS_difference_warm_scen
321,Qatar,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
322,Qinghai,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
323,Quebec,7,5,0.596931254,0.623760569,0.713653197,0.026829315,0.116721943,0.089892629,5,2,0.013871044,0.034964438,0.117526475,0.021093393,0.103655431,0.082562037,26,12,0.056917311,0.143847583,0.487850456,0.086930272,0.430933145,0.344002873,16,4,0.018631939,0.060657905,0.272943379,0.042025966,0.254311439,0.212285474
324,Queensland,NA,31,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA
325,Queretaro,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
326,Quindio,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
327,Quintana Roo,NA,19,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
328,Rajasthan,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
329,Rhode Island,2,4,0.019712061,0.026846709,0.051078874,0.007134649,0.031366814,0.024232165,1,2,0.018848511,0.025654753,0.048726435,0.006806242,0.029877924,0.023071682,14,19,0.263879151,0.359166536,0.682170088,0.095287384,0.418290937,0.323003553,6,10,0.113091065,0.153928515,0.292358609,0.04083745,0.179267544,0.138430094
330,Rio Grande do Norte,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
331,Rio Grande do Sul,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
332,Rio Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,Rio de Janeiro,NA,10,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
334,Risaralda,NA,14,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
335,Romania,3,1,0.388898464,0.470663923,0.669552891,0.081765459,0.280654427,0.198888968,2,1,0.386966951,0.468110259,0.664826894,0.081143308,0.277859943,0.196716635,5,4,0.243748344,0.29714095,0.455786407,0.053392606,0.212038063,0.158645456,6,0,1.450368465,1.753584655,2.476993012,0.30321619,1.026624547,0.723408357
336,Rondonia,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
337,Roraima,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
338,Russia East,1,NA,6.07E-07,1.55E-06,6.38E-06,9.46E-07,5.77E-06,4.82E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Russia North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,Russia Northwest,1,1,0.000713564,0.001046945,0.003196422,0.000333381,0.002482859,0.002149477,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
341,Russia central,4,NA,0.007486539,0.012100166,0.033211924,0.004613627,0.025725384,0.021111758,3,NA,0.007462827,0.012061248,0.033102502,0.004598421,0.025639676,0.021041254,10,NA,0.016209678,0.024400621,0.05760083,0.008190943,0.041391152,0.033200209,11,NA,0.02726648,0.044691242,0.125712405,0.017424762,0.098445924,0.081021163
342,Russia south,2,4,0.10615501,0.141461457,0.276998262,0.035306447,0.170843252,0.135536805,1,2,0.066768965,0.091124655,0.186523471,0.02435569,0.119754506,0.095398816,0,13,0,0,0,0,0,0,4,6,0.267075861,0.364498619,0.746093885,0.097422758,0.479018024,0.381595265
343,Rwanda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,Salta,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
345,Samoan Islands,NA,42,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
346,San Andres Providencia and Santa Catalina,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
347,San Juan,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
348,San Luis,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
349,San Luis Potosi,NA,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA
350,Santa Catarina,NA,8,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
351,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,Santa Fe,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,Santander,NA,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
354,Santiago del Estero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Sao Paulo,NA,11,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
356,Borneo,NA,16,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
357,Sardinia,1,4,0.033012062,0.046434782,0.065793372,0.01342272,0.032781311,0.01935859,NA,2,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
358,Saskatchewan,1,1,3.29E-05,4.54E-05,0.000139915,1.25E-05,0.000107022,9.45E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,Saudi Arabia,1,33,0.060550168,0.086394217,0.135718368,0.025844049,0.0751682,0.049324151,NA,10,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA
360,Senegal,NA,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
361,Serbia,3,NA,0.934402435,1.061662878,1.288745488,0.127260443,0.354343053,0.22708261,1,NA,0.608419271,0.679938707,0.79267453,0.071519436,0.184255258,0.112735823,0,NA,0,0,0,0,0,0,4,NA,2.433677086,2.719754828,3.17069812,0.286077743,0.737021034,0.450943291
362,Sergipe,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
363,Seychelles,NA,45,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
364,Shaanxi,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
365,Shandong,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
366,Shanghai,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
367,Shanxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Shikoku,1,11,0.030775083,0.037731879,0.060414818,0.006956796,0.029639735,0.022682939,NA,3,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
369,Sichuan,NA,11,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
370,Sicily,1,13,0.033293018,0.045839682,0.066969386,0.012546664,0.033676367,0.021129703,NA,6,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
371,Sierra Leone,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
372,Sikkim,NA,9,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
373,Sinaloa,NA,9,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
374,Slovakia,3,NA,0.589496847,0.724348198,0.993913526,0.134851351,0.404416679,0.269565328,1,NA,0.47365489,0.570854711,0.739125862,0.097199821,0.265470972,0.168271151,0,NA,0,0,0,0,0,0,4,NA,1.894619561,2.283418846,2.956503449,0.388799285,1.061883888,0.673084603
375,Slovenia,1,2,0.00694057,0.009456729,0.016627252,0.002516159,0.009686682,0.007170524,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
376,Solomon Islands,NA,34,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA
377,Somalia,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
378,Sonora,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
379,South Africa,NA,13,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA
380,South Australia,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
381,South Carolina,1,18,0.009347909,0.010848542,0.015716748,0.001500633,0.006368839,0.004868206,NA,7,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA
382,South Dakota,2,NA,0.068552187,0.078540443,0.134863808,0.009988256,0.066311622,0.056323366,1,NA,0.067915105,0.077786767,0.133360996,0.009871662,0.065445891,0.055574229,14,NA,0.95081147,1.089014738,1.867053938,0.138203267,0.916242468,0.7780392,6,NA,0.40749063,0.466720602,0.800165973,0.059229972,0.392675343,0.333445372
383,South Georgia and the South Sandwich Is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,South Korea,2,8,0.241940175,0.284898135,0.39574679,0.04295796,0.153806615,0.110848655,1,3,0.224757312,0.262427187,0.355973767,0.037669874,0.131216454,0.09354658,5,23,1.123786562,1.312135933,1.779868833,0.188349372,0.656082271,0.4677329,2,6,0.449514625,0.524854373,0.711947533,0.075339749,0.262432909,0.18709316
385,South Western Australia,NA,16,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA
386,Spain,1,26,0.337500162,0.379110628,0.44367365,0.041610466,0.106173488,0.064563021,1,8,0.337500162,0.379110628,0.44367365,0.041610466,0.106173488,0.064563021,5,54,1.68750081,1.895553142,2.218368248,0.208052332,0.530867438,0.322815105,2,34,0.675000324,0.758221257,0.887347299,0.083220933,0.212346975,0.129126042
387,Spratly Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Sri Lanka,NA,19,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
389,St. Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Sucre,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
391,Sudan,NA,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
392,Sulawesi,NA,12,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
393,Sumatra,NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
394,Suriname,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
395,Svalbard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,Swaziland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,Sweden,7,NA,0.514310377,0.702740557,1.427828599,0.18843018,0.913518221,0.725088042,5,NA,0.419825834,0.577746211,1.185686574,0.157920377,0.76586074,0.607940363,29,NA,2.028342777,2.758739313,5.707757917,0.730396536,3.67941514,2.949018604,17,NA,1.452111586,1.993040108,4.05967985,0.540928522,2.607568264,2.066639742
398,Switzerland,16,3,5.731499574,6.716642291,8.455210395,0.985142717,2.723710821,1.738568104,6,1,2.53156618,2.948726202,3.620629509,0.417160022,1.089063329,0.671903307,34,4,13.09799919,15.49496394,19.49919492,2.396964741,6.401195724,4.004230982,17,0,6.910732639,8.047159969,9.934633025,1.13642733,3.023900386,1.887473056
399,Syria,NA,8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
400,Tabasco,NA,14,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA
401,Taiwan,1,25,0.094371419,0.107010651,0.149807094,0.012639232,0.055435675,0.042796443,NA,9,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA
402,Tajikistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Tamaulipas,NA,13,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
404,Tamil Nadu,NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
405,Tanzania,NA,12,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
406,Tasmania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Tennessee,2,8,0.18743636,0.201797957,0.267685556,0.014361597,0.080249196,0.065887599,1,4,0.184974056,0.199073655,0.263599442,0.014099598,0.078625386,0.064525787,1,40,0.184974056,0.199073655,0.263599442,0.014099598,0.078625386,0.064525787,3,32,0.554922169,0.597220964,0.790798326,0.042298795,0.235876157,0.193577362
408,Texas,1,34,0.012126454,0.013795955,0.02126749,0.0016695,0.009141035,0.007471535,NA,11,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA
409,Thailand,NA,10,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
410,Tianjin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Tierra del Fuego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,Tlaxcala,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
413,Tocantins,2,NA,1.543839893,1.657813314,1.760984991,0.113973421,0.217145098,0.103171677,2,NA,1.543839893,1.657813314,1.760984991,0.113973421,0.217145098,0.103171677,10,NA,7.719199464,8.289066569,8.804924953,0.569867105,1.085725489,0.515858384,7,NA,5.759858899,6.098952848,6.390510625,0.339093948,0.630651726,0.291557777
414,Togo,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
415,Tohoku,1,NA,0.192635696,0.21898535,0.27612912,0.026349653,0.083493423,0.05714377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,Tokelau,NA,20,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
417,Tolima,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
418,Tonga,NA,29,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA
419,Trinidad and Tobago,NA,24,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA
420,Tripura,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
421,Tromelin Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,Tucuman,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
423,Tunisia,NA,12,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
424,Turkey,1,21,0.025429765,0.036636617,0.056746421,0.011206852,0.031316656,0.020109804,NA,11,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA
425,Turkmenistan,1,1,0.012218481,0.014059849,0.022142656,0.001841368,0.009924175,0.008082807,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
426,Turks and Caicos Islands,NA,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA
427,Tuvalu,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
428,Uganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Ukraine,4,3,0.263826474,0.328127375,0.583325467,0.064300901,0.319498993,0.255198092,2,1,0.237983644,0.294107209,0.507580072,0.056123565,0.269596427,0.213472862,5,4,0.155424654,0.187497687,0.324670685,0.032073033,0.169246031,0.137172998,6,0,0.889764716,1.101429762,1.900452012,0.211665046,1.010687297,0.799022251
430,United Arab Emirates,NA,27,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
431,United Kingdom,53,8,38.93977333,40.10495772,42.66755374,1.165184395,3.727780408,2.562596013,9,5,5.809592587,6.051197637,6.60013658,0.24160505,0.790543994,0.548938943,65,27,40.75663307,42.56763033,46.72713762,1.810997263,5.970504547,4.159507284,38,10,23.37585338,24.4206246,26.84716213,1.044771221,3.471308749,2.426537528
432,Uruguay,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Utah,1,3,0.001283146,0.001844047,0.00368352,0.000560901,0.002400374,0.001839472,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
434,Uttar Pradesh,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
435,Uzbekistan,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
436,Valle del Cauca,NA,16,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
437,Vanuatu,NA,22,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA
438,Vaupes,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
439,Venezuela,NA,19,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
