gen,sp,Species.name,strat1,strat2,strat3,strata_classified,description,source
Leptogenys,maxillosa,Leptogenys.maxillosa,ground.surface,,,ground,"forages on the forest floor and on low vegetation, and its colonies can be found in rotten logs, rotting tree stumps, rotten pockets, and under the bark of live trees.",antwiki
Leptogenys,pavesii,Leptogenys.pavesii,ground.surface,,,ground,Workers of the species forage both on the forest floor and on lower vegetation and inhabit rotten logs and tree bark.,antwiki
Leptomyrmex,wiburdi,Leptomyrmex.wiburdi,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Linepithema,angulatum,Linepithema.angulatum,arboreal,ground.surface,litter.soil,All,"Two collections are from leaf litter in montane forest, one under a stone in a montane forest edge, one under bark in second-growth forest, one in rotting wood, and two in high elevation urban parks in Colombia and Ecuador. This species has been observed recruiting to tuna baits placed 30cm underground in Peru (M. Frederickson, pers. com), to surface sausage baits in Venezuela, and to surface tuna baits in the Pantanal (Orr et al. 2003). One collection records L. angulatum tending pseudococcids on Croton gossypifolia in Colombia and another tending root aphids in a nest in Ecuador. Linepithema angulatum has been intercepted several times with orchids in various ports of entry into the U.S., suggesting that it has the opportunity to spread further with human commerce. The species is also associated with Tillandsia bromeliad and orchids suggesting possibly a very plastic nestic ecology ranging from soil to arboreal","Wild, A. L. (2007). Taxonomic revision of the ant genus Linepithema (Hymenoptera: Formicidae) (Vol. 126). Univ of California Press."
Linepithema,dispertitum,Linepithema.dispertitum,ground.surface,,,ground,"L. dispertitum is more frequently found nesting in soil or rotting wood. 28 nest records are from under stones, nine are from rotting wood, eight are from orchids, two are from moss on a tree trunk, and one is from under bark.","Wild, A. L. (2007). Taxonomic revision of the ant genus Linepithema (Hymenoptera: Formicidae) (Vol. 126). Univ of California Press."
Linepithema,humile,Linepithema.humile,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Linepithema,iniquum,Linepithema.iniquum,arboreal,,,arboreal,"Most Linepithema ants construct superficial nests in soil, leaf litter, rotting wood, or under stones, but at least two species, L. iniquum and L. leucomelas, are predominantly arboreal. ","Wild, A. L. (2007). Taxonomic revision of the ant genus Linepithema (Hymenoptera: Formicidae) (Vol. 126). Univ of California Press."
Linepithema,leucomelas,Linepithema.leucomelas,arboreal,,,arboreal,"Most Linepithema ants construct superficial nests in soil, leaf litter, rotting wood, or under stones, but at least two species, L. iniquum and L. leucomelas, are predominantly arboreal. The morphology of two poorly known species, L. flavescens and L. cryptobioticum, indicates a primarily subterranean existence although this has yet to be confirmed by field observation","Wild, A. L. (2007). Taxonomic revision of the ant genus Linepithema (Hymenoptera: Formicidae) (Vol. 126). Univ of California Press."
Linepithema,micans,Linepithema.micans,ground.surface,,,ground,"Seven nests were collected from under stones, two from rotting wood, and three from sandy soil. Linepithema micans has also been taken at baits, in pitfall traps, and in sifted litter. ","Wild, A. L. (2007). Taxonomic revision of the ant genus Linepithema (Hymenoptera: Formicidae) (Vol. 126). Univ of California Press."
Liometopum,microcephalum,Liometopum.microcephalum,arboreal,,,arboreal,"Liometopum microcephalum is a rare arboricolous ant, which forms large colonies of high ecological importance and ranks at the top position in the hierarchy of ant assemblages. Many aspects of the species' biology remain unknown due to its scattered occurrence and bad nest accessibility",antwiki
Lioponera,longitarsus,Lioponera.longitarsus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Mayriella,abstinens,Mayriella.abstinens,arboreal,litter.soil,,All,"Nests are found mainly in soil, either in the open or between rocks, and they have been found nesting within the mounds of Myrmecia auriventris, Myrmecia brevinoda and Myrmecia flavicoma and Pachycondyla (Bothroponera) mayri. They also nest arboreally under dead bark and in rotten wood on the ground. Workers forage on the ground (where they are often found in leaf litter samples) as well as arboreally.",antwiki
Mayriella,spinosior,Mayriella.spinosior,ground.surface,,,ground,Found primarily in litter samples collected in rainforests,antwiki
Melophorus,hirsutus,Melophorus.hirsutus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Meranoplus,bicolor,Meranoplus.bicolor,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Meranoplus,castaneus,Meranoplus.castaneus,arboreal,ground.surface,,arboreal & ground,A few of the paltry number of specimens know for this species are noted as being from rainforest in Sabah. One was collected from the trunk of a tree and another from low vegetation.,antwiki
Meranoplus,minor,Meranoplus.minor,ground.surface,,,ground,1 times ground forager(s).,antweb
Mesoponera,testacea,Mesoponera.testacea,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Messor,capitatus,Messor.capitatus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Messor,lusitanicus,Messor.lusitanicus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Messor,minor,Messor.minor,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Messor,structor,Messor.structor,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Monomorium,andrei,Monomorium.andrei,ground.surface,litter.soil,,ground & litter,,"Reyes Lopez J.L. & G. Luque Garcia. 2003. Nuevas citas de Monomorium andrei SAUNDERS, 1890 (Hymenoptera: Formicidae) para la Península Ibérica y Baleares. – Boletín de la Asociación Española de Entomología 27: 221-222."
Monomorium,atomum,Monomorium.atomum,ground.surface,litter.soil,,ground & litter,"In Yemen this species was found in humid leaf litter under a date palm tree where the soil was rich in accumulations of decayed animal faeces (Sharaf et al., 2017).",antwiki
Monomorium,atomum cooperi,Monomorium.atomum cooperi,ground.surface,litter.soil,,ground & litter,"Habitat of subspecies unknown. Habitat of species: In Yemen this species was found in humid leaf litter under a date palm tree where the soil was rich in accumulations of decayed animal faeces (Sharaf et al., 2017).",antwiki
Monomorium,bicolor,Monomorium.bicolor,ground.surface,,,ground,"Monomorium bicolor is characteristically a species of open savannah or semi-arid zones, but it also occurs in forested areas where there is some direct insolation, often being found on forest paths in Nigeria and Ghana. Nests are constructed directly into the earth and the species appears to be a general scavenger in habits, quickly appearing in traps baited with crushed large insects.",antwiki
Monomorium,carbonarium,Monomorium.carbonarium,ground.surface,,,ground,,pers. obs.
Monomorium,clavicorne,Monomorium.clavicorne,ground.surface,litter.soil,,ground & litter,Little is known of the biology of the species. The single specimen available was found in a cultivated area with a sewage water stream,"Sharaf M., H. M. Al Dhafer, A. S. Aldawood, and F. Hita Garcia. 2018. Ants of the Monomorium monomorium species-group (Hymenoptera: Formicidae) in the Arabian Peninsula with description of a new species from southwestern Saudi Arabia. PeerJ 6:e4277; DOI 10.7717/peerj.4277"
Monomorium,dichroum,Monomorium.dichroum,ground.surface,litter.soil,,ground & litter,Sharaf et al (2018) - Oman: Several workers were found in leaf litter under a date palm tree where the soil was soft and dry.,antwiki
Monomorium,exiguum,Monomorium.exiguum,ground.surface,litter.soil,,ground & litter,"The tiny yellow workers of Monomorium exiguum can be found throughout Madagascar but are most abundant in Toliara Province, where they are often among the most commonly collected Monomorium in sifted litter samples (Heterick 2006). Collingwood et al. (2004) found that this species apparently inhabits leaf litter or topsoil. In Yemen it was found nesting under a stone next to a large fig tree and inside the galleries of a termite nest.",antwiki
Monomorium,fieldi,Monomorium.fieldi,arboreal,ground.surface,,arboreal & ground,"Monomorium fieldi is extremely tolerant of disturbed and highly anthropogenic environments. Nests can be found in suburban backyards, in the main streets of major cities, and on industrial sites. Arboreal nests occur in some situations, and workers also forage on vegetation",antwiki
Monomorium,floricola,Monomorium.floricola,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Monomorium,holothir,Monomorium.holothir,arboreal,ground.surface,litter.soil,All,"This species was collected from mangos, Mangifera sp. (Anacardiaceae) imported into Saudi Arabia from Kenya. It was also found in leaf litter next to Calotropis procera (Aiton) W.T.Aiton (Asclepiadaceae). Some workers were found nesting in a thin layer of clay soil above sandy soil, while several workers were collected from leaf litter under a Conocarpus L. tree (Combretaceae) (Sharaf et al., 2018).",antwiki
Monomorium,indicum,Monomorium.indicum,ground.surface,,,ground,"Pashaei Rad et al. (2018) found this species in Iran in a garden and house. Ghanavat, Qom hand collected garden, on ground",http://antsofafrica.org/ant_species_2012/monomorium/monomorium_indicum/monomorium_indicum.htm
Monomorium,intrudens,Monomorium.intrudens,arboreal,,,arboreal,,Yamaguchi T. 1992. Interspecific interference for nest sites between Leptothorax congruus and Monomorium intrudens. Ins. Soc. 39:117-127.
Monomorium,liliuokalanii,Monomorium.liliuokalanii,ground.surface,,,ground,"4 times found in Bermuda grass, 1 times found in trailside. Found most commonly in these microhabitats: 1 times foraging on ground.",antweb
Monomorium,minimum,Monomorium.minimum,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Monomorium,monomorium,Monomorium.monomorium,ground.surface,,,ground,"1 times under stone, 1 times park bench, 1 times Foraging.",antweb
Monomorium,pharaonis,Monomorium.pharaonis,ground.surface,,,ground,ground foragers,pers. obs.
Monomorium,salomonis,Monomorium.salomonis,arboreal,ground.surface,,arboreal & ground," 8 times found in Ruderal, 2 times found in Olive trees, 3 times found in Cultives, 3 times found in Palm trees, Tamarix africana, 2 times found in Desert, Cultives, 2 times found in Ruderal, Cultives, 2 times found in Swimming pool, 1 times found in Descampado, 1 times found in park, 1 times found in Desert18 times Foraging, 2 times Nest, 1 times rotten palm log, 1 times Raices de Almendro, 1 times on the ground,",antweb
Monomorium,subopacum,Monomorium.subopacum,ground.surface,litter.soil,,ground & litter,"3 times ground forager(s), 17 times ground nest, 6 times under stone, 6 times on low vegetation, 5 times Foraging, 3 times under rock, 1 times ex nest in stones and sand, 1 times ex rotten log",antwiki
Monomorium,sydneyense,Monomorium.sydneyense,arboreal,ground.surface,,arboreal & ground,"Workers often forage arboreally as well as terrestrially. This species can be quite common in urban areas. In Perth the minute yellow form, along with M. fieldi, is frequently found in sandy suburban backyards",antwiki
Monomorium,trageri,Monomorium.trageri,arboreal,,,arboreal,,Hood & Tschinkel. 1990. Dessication resistance in arboreal and terrestrial ants. Physiological Entomology 15: 23-35. 
Myrmecia,brevinoda,Myrmecia.brevinoda,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmecia,gulosa,Myrmecia.gulosa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmecia,nigrocincta,Myrmecia.nigrocincta,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmelachista,ramulorum,Myrmelachista.ramulorum,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,kotokui,Myrmica.kotokui,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,lobulicornis,Myrmica.lobulicornis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,punctiventris,Myrmica.punctiventris,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,rubra,Myrmica.rubra,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,rubra neolaevinodis,Myrmica.rubra neolaevinodis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,ruginodis,Myrmica.ruginodis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,sabuleti,Myrmica.sabuleti,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,scabrinodis,Myrmica.scabrinodis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmica,specioides,Myrmica.specioides,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Myrmicaria,natalensis,Myrmicaria.natalensis,ground.surface,,,ground,"1 times on fallen tree trunk, 1 times Ground nest, 1 times ground foragers.",antweb
Myrmoteras,indicum,Myrmoteras.indicum,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Neoponera,theresiae,Neoponera.theresiae,arboreal,ground.surface,,arboreal & ground,Workers forage in the low arboreal zone (Longino 1997). Longino collected a worker at the extrafloral nectaries of Passiflora.,antwiki
Neoponera,unidentata,Neoponera.unidentata,ground.surface,,,ground,A relatively common species that nests in hollow twigs (in vegetation and on the forest floor) and in rotten logs and stump,antwiki
Nesomyrmex,echinatinodis,Nesomyrmex.echinatinodis,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Notoncus,ectatommoides,Notoncus.ectatommoides,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,amia,Nylanderia.amia,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,bourbonica,Nylanderia.bourbonica,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,braueri,Nylanderia.braueri,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,braueri donisthorpei,Nylanderia.braueri donisthorpei,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,clandestina,Nylanderia.clandestina,ground.surface,,,ground,"""Colony underneath the bark of a branch lying on the ground""",Overbeck H. 1924. A list of Ants of Singapore and some neighbouring places. Journal of the Malayan Branch of the Royal Asiatic Society 2(1):  25-40.
Nylanderia,flavipes,Nylanderia.flavipes,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,fulva,Nylanderia.fulva,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,glabrior,Nylanderia.glabrior,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,guatemalensis,Nylanderia.guatemalensis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,guatemalensis itinerans,Nylanderia.guatemalensis itinerans,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,jaegerskioeldi,Nylanderia.jaegerskioeldi,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,parvula,Nylanderia.parvula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,pubens,Nylanderia.pubens,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,sharpii,Nylanderia.sharpii,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,steinheili,Nylanderia.steinheili,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,tasmaniensis,Nylanderia.tasmaniensis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,vaga,Nylanderia.vaga,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Nylanderia,vividula,Nylanderia.vividula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Ochetellus,glaber,Ochetellus.glaber,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Ochetellus,glaber clarithorax,Ochetellus.glaber clarithorax,arboreal,,,arboreal,arboreal,"Wetterer, J. K. (2019). Geographic Distribution of Strumigenys epinotalis (Hymenoptera: Formicidae). Transactions of the American Entomological Society, 145(3), 413-419."
Ochetellus,vinsoni,Ochetellus.vinsoni,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,bauri,Odontomachus.bauri,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,brunneus,Odontomachus.brunneus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,haematodus,Odontomachus.haematodus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,monticola,Odontomachus.monticola,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,ruginodis,Odontomachus.ruginodis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,simillimus,Odontomachus.simillimus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Odontomachus,troglodytes,Odontomachus.troglodytes,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Oecophylla,longinoda,Oecophylla.longinoda,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Oecophylla,smaragdina,Oecophylla.smaragdina,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Ooceraea,biroi,Ooceraea.biroi,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Orectognathus,antennatus,Orectognathus.antennatus,ground.surface,litter.soil,,ground & litter,"1 times Under stone, 1 times Under rotten log, 1 times Nocturnal strays, 0 times Nest ex rotten log, 1 times Leaf litter, 1 times In red rotten log, 1 times ex rotten log",antweb
Pachycondyla,harpax,Pachycondyla.harpax,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Paraparatrechina,minutula,Paraparatrechina.minutula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Parasyscia,sylvicola,Parasyscia.sylvicola,litter.soil,,,litter.soil,"1 times ex soil, 1 times ex sifted leaf litter",antweb
Paratrechina,longicornis,Paratrechina.longicornis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Parvaponera,darwinii,Parvaponera.darwinii,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,anastasii,Pheidole.anastasii,arboreal,,,arboreal,"""Typically nests arboreally in live plant cavities, under bark, and in dead sticks and branches on or above forest floor""","Sarnat E., G. Fischer, B. Guénard, and E. P. Economo. 2015. Introduced Pheidole of the world: taxonomy, biology and distribution. Zookeys 543: 1-109."
Pheidole,barbata,Pheidole.barbata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,bicarinata,Pheidole.bicarinata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,bilimeki,Pheidole.bilimeki,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,dentata,Pheidole.dentata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,dossena,Pheidole.dossena,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,exigua,Pheidole.exigua,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,fervens,Pheidole.fervens,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,fervida,Pheidole.fervida,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,flavens,Pheidole.flavens,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,gertrudae,Pheidole.gertrudae,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,guineensis,Pheidole.guineensis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,harrisonfordi,Pheidole.harrisonfordi,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,hyatti,Pheidole.hyatti,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
